query,url,title,grade
function,https://docs.microsoft.com/en-us/scripting/javascript/reference/function-statement-javascript,function declaration - JavaScript | MDN,9
function,https://docs.microsoft.com/en-us/scripting/javascript/reference/bind-method-function-javascript,Function.prototype.bind() - JavaScript | MDN,8
function,https://docs.microsoft.com/en-us/scripting/javascript/reference/apply-method-function-javascript,Function.prototype.apply() - JavaScript | MDN,7
function,https://docs.microsoft.com/en-us/scripting/javascript/functions-javascript,Functions — reusable blocks of code - Learn web development | MDN,6
function,https://docs.microsoft.com/en-us/scripting/javascript/reference/map-method-array-javascript?redirectedfrom=MSDN,Array.prototype.map() - JavaScript | MDN,5
function,https://docs.microsoft.com/en-us/scripting/javascript/reference/length-property-function-javascript,Function.length - JavaScript | MDN,4
function,https://docs.microsoft.com/en-us/scripting/javascript/reference/call-method-function-javascript,Function.prototype.call() - JavaScript | MDN,3
function,https://docs.microsoft.com/en-us/azure/azure-functions/,Azure Functions documentation | Microsoft Docs,2
function,https://docs.microsoft.com/en-us/azure/kusto/management/functions,Stored functions management - Azure Data Explorer | Microsoft Docs,1
docker,https://docs.microsoft.com/en-us/sql/linux/quickstart-install-connect-docker,Docker: Install containers for SQL Server on Linux - SQL Server ...,10
docker,https://docs.microsoft.com/en-us/aspnet/core/host-and-deploy/docker/,Host ASP.NET Core in Docker containers | Microsoft Docs,9
docker,https://docs.microsoft.com/en-us/dotnet/architecture/microservices/container-docker-introduction/docker-defined,What is Docker? | Microsoft Docs,8
docker,https://docs.microsoft.com/en-us/azure/devops/pipelines/ecosystems/containers/build-image,Build an image - Azure Pipelines | Microsoft Docs,7
docker,https://docs.microsoft.com/en-us/visualstudio/containers/overview,Visual Studio Container Tools on Windows - Visual Studio ...,6
docker,https://docs.microsoft.com/en-us/aspnet/core/host-and-deploy/docker/building-net-docker-images,Docker images for ASP.NET Core | Microsoft Docs,5
docker,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/build/docker,Docker task - Azure Pipelines | Microsoft Docs,4
docker,https://docs.microsoft.com/en-us/cognitive-toolkit/cntk-docker-containers,CNTK Docker Containers - Cognitive Toolkit - CNTK | Microsoft Docs,3
docker,https://docs.microsoft.com/en-us/virtualization/windowscontainers/manage-docker/configure-docker-daemon,Configure Docker in Windows | Microsoft Docs,2
docker,https://docs.microsoft.com/en-us/dotnet/core/docker/introduction,Introduction to Docker - .NET Core | Microsoft Docs,1
button,https://docs.microsoft.com/en-us/previous-versions/windows/silverlight/dotnet-windows-silverlight/ms609089(v%3Dvs.95),Button Class (System.Windows.Controls) | Microsoft Docs,10
button,https://docs.microsoft.com/en-us/dotnet/api/xamarin.forms.button,Button Class (Xamarin.Forms) | Microsoft Docs,9
button,https://docs.microsoft.com/en-us/uwp/api/windows.ui.xaml.controls.button,Button Class (Windows.UI.Xaml.Controls) - Windows UWP ...,8
button,https://docs.microsoft.com/en-us/power-automate/introduction-to-button-flows,Learn how to automate and run repetitive tasks with button flows ...,7
button,https://docs.microsoft.com/en-us/windows/uwp/design/controls-and-patterns/buttons,Buttons - UWP applications | Microsoft Docs,6
button,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/user-interface/button,Xamarin.Forms Button - Xamarin | Microsoft Docs,5
button,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.button,Button Class (System.Windows.Controls) | Microsoft Docs,4
button,https://docs.microsoft.com/en-us/windows/win32/controls/bumper-button-control-reference-notifications,Button Control Notifications - Win32 apps | Microsoft Docs,3
button,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/controls/control-button,Button control: reference - PowerApps | Microsoft Docs,2
button,https://docs.microsoft.com/en-us/power-automate/share-buttons,Share your buttons with others. - Power Automate | Microsoft Docs,1
split,https://docs.microsoft.com/en-us/scripting/javascript/reference/split-method-string-javascript,String.prototype.split() - JavaScript | MDN,10
split,https://docs.microsoft.com/en-us/dotnet/api/system.string.split,String.Split Method (System) | Microsoft Docs,9
split,https://docs.microsoft.com/en-us/dotnet/csharp/how-to/parse-strings-using-split,How to parse strings using String.Split (C# Guide) | Microsoft Docs,8
split,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/split-function,Split function (Visual Basic for Applications) | Microsoft Docs,7
split,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-split,Split function - PowerApps | Microsoft Docs,6
split,https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.core/about/about_split,about_Split - PowerShell | Microsoft Docs,5
split,https://docs.microsoft.com/en-us/azure/kusto/query/splitfunction,split() - Azure Data Explorer | Microsoft Docs,4
split,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/split-a-windows-image--wim--file-to-span-across-multiple-dvds,Split a Windows image file (.wim) to span across multiple DVDs ...,3
split,https://docs.microsoft.com/en-us/powerquery-m/text-split,Text.Split - PowerQuery M | Microsoft Docs,2
split,https://docs.microsoft.com/en-us/exchange/understanding-split-permissions-exchange-2013-help,Understanding split permissions: Exchange 2013 Help | Microsoft ...,1
skype for business,https://docs.microsoft.com/en-us/skypeforbusiness/,Skype for Business | Microsoft Docs,10
skype for business,https://docs.microsoft.com/en-us/skypeforbusiness/optimizing-your-network/media-quality-and-network-connectivity-performance,Media Quality and Network Connectivity Performance - Skype for ...,9
skype for business,https://docs.microsoft.com/en-us/skypeforbusiness/set-up-skype-for-business-online/set-up-skype-for-business-online,Set up Skype for Business Online,8
skype for business,https://docs.microsoft.com/en-us/connectors/skypeforbiz/,Skype for Business Online - Connectors | Microsoft Docs,7
skype for business,https://docs.microsoft.com/en-us/microsoftteams/faq-journey,FAQ — Upgrading from Skype for Business to Microsoft Teams ...,6
skype for business,https://docs.microsoft.com/en-us/microsoftteams/coexistence-chat-calls-presence,Coexistence with Skype for Business - Microsoft Teams | Microsoft ...,5
skype for business,https://docs.microsoft.com/en-us/learn/certifications/exams/70-333,Exam 70-333: Deploying Enterprise Voice with Skype for Business ...,4
skype for business,https://docs.microsoft.com/en-us/microsoftteams/upgrade-start-here,Getting started with your Microsoft Teams upgrade - Microsoft Teams ...,3
skype for business,https://docs.microsoft.com/en-us/skypeforbusiness/set-up-skype-for-business-online/troubleshoot-problems-with-skype-for-business-online,Troubleshoot problems with Skype for Business Online - Skype for ...,2
skype for business,https://docs.microsoft.com/en-us/skypeforbusiness/skype-for-business-server-2019,Skype for Business Server 2019,1
import,https://docs.microsoft.com/en-us/azure/devops/repos/git/import-git-repository,Import a Git repo into your project - Azure Repos | Microsoft Docs,10
import,https://docs.microsoft.com/en-us/power-bi/desktop-import-excel-workbooks,Import Excel workbooks into Power BI Desktop - Power BI | Microsoft ...,9
import,https://docs.microsoft.com/en-us/sql/relational-databases/data-tier-applications/import-a-bacpac-file-to-create-a-new-user-database,Import a BACPAC file to create a new user database - SQL Server ...,8
import,https://docs.microsoft.com/en-us/iis/publish/using-web-deploy/import-a-package-through-iis-manager,Import a Package through IIS Manager | Microsoft Docs,7
import,https://docs.microsoft.com/en-us/azure/mysql/concepts-migrate-import-export,Import and export - Azure Database for MySQL | Microsoft Docs,6
import,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/import,import | Microsoft Docs,5
import,https://docs.microsoft.com/en-us/azure/devops/repos/git/import-from-tfvc,Import repositories from TFVC to Git - Azure Repos | Microsoft Docs,4
import,https://docs.microsoft.com/en-us/powershell/module/skype/import-csrgsconfiguration,Import-CsRgsConfiguration,3
import,https://docs.microsoft.com/en-us/power-bi/desktop-storage-mode,Use storage mode in Power BI Desktop - Power BI | Microsoft Docs,2
import,https://docs.microsoft.com/en-us/azure/iot-central/core/howto-manage-devices,Manage the devices in your Azure IoT Central application | Microsoft ...,1
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/using-cstring,Using CString | Microsoft Docs,10
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/cstring-operations-relating-to-c-style-strings,CString Operations Relating to C-Style Strings | Microsoft Docs,9
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/basic-cstring-operations,Basic CString Operations | Microsoft Docs,8
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/cstring-semantics,CString Semantics | Microsoft Docs,7
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/string-data-management,String Data Management | Microsoft Docs,6
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/cstring-argument-passing,CString Argument Passing | Microsoft Docs,5
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/reference/csimplestringt-class,CSimpleStringT Class | Microsoft Docs,4
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/exporting-string-classes-using-cstringt,Exporting String Classes Using CStringT | Microsoft Docs,3
CString,https://docs.microsoft.com/en-us/cpp/mfc/reference/cstring-formatting-and-message-box-display,CString Formatting and Message-Box Display | Microsoft Docs,2
CString,https://docs.microsoft.com/en-us/cpp/atl-mfc-shared/cstring-exception-cleanup,CString Exception Cleanup | Microsoft Docs,1
lookup,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-filter-lookup,"Filter, Search, and LookUp functions - PowerApps | Microsoft Docs",10
lookup,https://docs.microsoft.com/en-us/dotnet/api/system.linq.lookup-2,"Lookup<TKey,TElement>",9
lookup,https://docs.microsoft.com/en-us/azure/data-factory/control-flow-lookup-activity,Lookup activity in Azure Data Factory,8
lookup,https://docs.microsoft.com/en-us/windows/win32/debug/system-error-code-lookup-tool,The Microsoft Error Lookup Tool - Win32 apps | Microsoft Docs,7
lookup,https://docs.microsoft.com/en-us/sql/reporting-services/report-design/report-builder-functions-lookup-function,Lookup Function (Report Builder and SSRS) - SQL Server Reporting ...,6
lookup,https://docs.microsoft.com/en-us/sql/integration-services/data-flow/transformations/lookup-transformation,Lookup Transformation - SQL Server Integration Services (SSIS ...,5
lookup,https://docs.microsoft.com/en-us/office/client-developer/visio/lookup-function,LOOKUP Function | Microsoft Docs,4
lookup,https://docs.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/user-interface/lookup-form-pattern,Lookup form pattern | Microsoft Docs,3
lookup,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/form-designer-add-configure-lookup,Configure a lookup component on a form - PowerApps | Microsoft ...,2
lookup,https://docs.microsoft.com/en-us/azure/kusto/query/lookupoperator,lookup operator - Azure Data Explorer | Microsoft Docs,1
random,https://docs.microsoft.com/en-us/scripting/javascript/reference/math-random-function-javascript,Math.random() - JavaScript | MDN,10
random,https://docs.microsoft.com/en-us/dotnet/api/system.random,Random Class (System) | Microsoft Docs,9
random,https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.utility/get-random,Get-Random,8
random,https://docs.microsoft.com/en-us/dotnet/api/system.random.next,Random.Next Method (System) | Microsoft Docs,7
random,https://docs.microsoft.com/en-us/dotnet/api/system.random.-ctor,Random Constructor (System) | Microsoft Docs,6
random,https://docs.microsoft.com/en-us/quantum/quickstarts/qrng,Create a Quantum Random Number Generator - Microsoft Quantum ...,5
random,https://docs.microsoft.com/en-us/powerquery-m/number-random,Number.Random - PowerQuery M | Microsoft Docs,4
random,https://docs.microsoft.com/en-us/powerquery-m/list-random,List.Random - PowerQuery M | Microsoft Docs,3
random,https://docs.microsoft.com/en-us/dynamics365/business-central/dev-itpro/developer/methods-auto/system/system-random-method,Random Method - Business Central | Microsoft Docs,2
random,https://docs.microsoft.com/en-us/dynamics-nav/random-function--integer-,RANDOM Function (Integer) - Dynamics NAV | Microsoft Docs,1
merge,https://docs.microsoft.com/en-us/sql/t-sql/statements/merge-transact-sql,MERGE (Transact-SQL) - SQL Server | Microsoft Docs,10
merge,https://docs.microsoft.com/en-us/powershell/module/configci/merge-cipolicy,Merge-CIPolicy,9
merge,https://docs.microsoft.com/en-us/windows-hardware/test/hlk/user/merge-packages,Merge packages | Microsoft Docs,8
merge,https://docs.microsoft.com/en-us/dynamics365/ai/customer-insights/pm-merge,Merge process to unify data in Dynamics 365 Customer Insights ...,7
merge,https://docs.microsoft.com/en-us/sql/relational-databases/replication/merge/merge-replication,Merge Replication - SQL Server | Microsoft Docs,6
merge,https://docs.microsoft.com/en-us/cpp/build/reference/merge-combine-sections,/MERGE (Combine Sections) | Microsoft Docs,5
merge,https://docs.microsoft.com/en-us/rest/api/storageservices/insert-or-merge-entity,Insert Or Merge Entity (REST API) - Azure Storage | Microsoft Docs,4
merge,https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/merge-windows-defender-application-control-policies,Merge Windows Defender Application Control policies (Windows 10 ...,3
merge,https://docs.microsoft.com/en-us/office/troubleshoot/word/merge-word-documents,How to merge multiple Word documents into one - Office | Microsoft ...,2
merge,https://docs.microsoft.com/en-us/visualstudio/ide/reference/split-or-merge-if-statement,Split or merge if statements - Visual Studio | Microsoft Docs,1
hyper-v,https://docs.microsoft.com/en-us/virtualization/hyper-v-on-windows/quick-start/enable-hyper-v,Enable Hyper-V on Windows 10 | Microsoft Docs,10
hyper-v,https://docs.microsoft.com/en-us/virtualization/hyper-v-on-windows/about/,Introduction to Hyper-V on Windows 10 | Microsoft Docs,9
hyper-v,https://docs.microsoft.com/en-us/windows-server/virtualization/hyper-v/hyper-v-technology-overview,Hyper-V Technology Overview | Microsoft Docs,8
